@relation QueryResult

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute WeekDay numeric
@attribute Comments numeric
@attribute Price numeric
@attribute StockQuantity numeric
@attribute SalesQuantity numeric

@data
2012,8,30,3,18.888888,5.99,17438,121
2012,8,31,4,14.388888,5.99,17539,151
2012,9,1,5,15,5.99,17388,117
2012,9,2,6,19.444444,5.99,17271,145
2012,9,4,1,15,5.99,17373,176
2012,9,5,2,15.611111,5.99,17430,162
2012,9,6,3,15.861111,5.99,17508,169
2012,9,7,4,15.805555,5.99,17531,121
2012,9,8,5,15.305555,5.99,17410,168
2012,9,9,6,16.416666,5.99,17531,218
2012,9,10,0,17.5,5.99,17547,163
2012,9,11,1,16.111111,5.99,17577,122
2012,9,12,2,16.111111,5.99,17650,124
2012,9,13,3,16.111111,5.99,17748,151
2012,9,14,4,15,5.99,17814,146
2012,9,15,5,15.805555,5.99,17668,181
2012,9,16,6,14.388888,5.99,17788,230
2012,9,17,0,13.944444,5.99,17789,160
2012,9,18,1,14,5.99,17861,161
2012,9,19,2,13.888888,5.99,17921,150
2012,9,20,3,14.694444,5.99,17976,134
2012,9,21,4,15.861111,5.99,18054,141
2012,9,22,5,17.777777,5.99,17913,175
2012,9,23,6,16.416666,5.99,18023,214
2012,9,24,0,16.416666,5.99,18014,134
2012,9,25,1,14.388888,5.99,18070,119
2012,9,26,2,13.277777,5.99,18145,123
2012,9,27,3,14.694444,5.99,18213,120
2012,9,28,4,13.277777,5.99,18272,108
2012,9,29,5,16.111111,5.99,18164,157
2012,9,30,6,20.861111,5.99,18251,173
2012,10,1,0,25,5.99,18290,141
2012,10,2,1,25.611111,5.99,18356,136
2012,10,3,2,21.111111,5.99,18420,129
2012,10,4,3,15.5,5.99,18476,114
2012,10,5,4,15.305555,5.99,18570,137
2012,10,6,5,15,5.99,18433,188
2012,10,7,6,15.305555,5.99,18522,206
2012,10,8,0,15,5.99,18568,181
2012,10,9,1,14.444444,5.99,18606,148
2012,10,10,2,14,5.99,18684,155
2012,10,11,3,12.777777,5.99,18735,135
2012,10,12,4,12.888888,5.99,18797,126
2012,10,13,5,14,5.99,18671,188
2012,10,14,6,15,5.99,18807,253
2012,10,15,0,15,5.99,18805,180
2012,10,16,1,16.416666,5.99,18862,166
2012,10,17,2,19.388888,5.99,18890,123
2012,10,18,3,21.166666,5.99,18974,136
2012,10,19,4,18.027777,5.99,19024,115
2012,10,20,5,12.777777,5.99,18909,143
2012,10,21,6,12.222222,5.99,19022,185
2012,10,22,0,12.777777,5.99,19102,194
2012,10,23,1,11.722222,5.99,19138,159
2012,10,24,2,12.222222,5.99,19212,162
2012,10,25,3,12.777777,5.99,19292,171
2012,10,26,4,13.888888,5.99,19315,123
2012,10,27,5,15.805555,5.99,19192,148
2012,10,28,6,14.388888,5.99,19288,173
2012,10,29,0,14.638888,5.99,19345,159
2012,10,30,1,14.194444,5.99,19417,160
2012,10,31,2,15,5.99,19460,132
2012,11,1,3,15,5.99,19526,127
2012,11,2,4,12.777777,5.99,19617,147
2012,11,3,5,16.166666,5.99,19470,174
2012,11,4,6,17.75,5.99,19603,236
2012,11,5,0,18.583333,5.99,19626,188
2012,11,6,1,18.333333,5.99,19683,174
2012,11,7,2,14.388888,5.99,19726,146
2012,11,8,3,12.222222,5.99,19811,160
2012,11,9,4,9.694444,5.99,19870,148
2012,11,10,5,9.138888,5.99,19722,208
2012,11,11,6,8.888888,5.99,19836,251
2012,11,12,0,10.555555,5.99,19834,178
2012,11,13,1,11.722222,5.99,19850,123
2012,11,14,2,13.333333,5.99,19942,144
2012,11,15,3,14.694444,5.99,19978,109
2012,11,16,4,16.111111,5.99,20092,152
2012,11,17,5,15.611111,5.99,19940,170
2012,11,18,6,12.222222,5.99,20084,243
2012,11,19,0,13.888888,5.99,20108,196
2012,11,20,1,16.722222,5.99,20154,171
2012,11,21,2,15,5.99,20262,208
2012,11,23,4,12.25,5.99,20233,108
2012,11,24,5,11.972222,5.99,20125,108
2012,11,25,6,10,5.99,20287,199
2012,11,26,0,10.611111,5.99,20315,156
2012,11,27,1,12.222222,5.99,20356,126
2012,11,28,2,14.194444,5.99,20426,125
2012,11,29,3,15.611111,5.99,20497,125
2012,11,30,4,16,5.99,20584,141
2012,12,1,5,15.805555,5.99,20443,199
2012,12,2,6,15,5.99,20535,220
2012,12,3,0,12.888888,5.99,20570,184
2012,12,4,1,15,5.99,20624,167
2012,12,5,2,16,5.99,20666,138
2012,12,6,3,13.888888,5.99,20765,166
2012,12,7,4,10.611111,5.99,20821,151
2012,12,8,5,9.194444,5.99,20670,228
2012,12,9,6,14.694444,5.99,20768,255
2012,12,10,0,12.222222,5.99,20784,200
2012,12,11,1,11.722222,5.99,20803,148
2012,12,12,2,10,5.99,20875,149
2012,12,13,3,7,5.99,20931,134
2012,12,14,4,8.333333,5.99,21010,142
2012,12,15,5,7.777777,5.99,20868,188
2012,12,16,6,13.277777,5.99,20968,217
2012,12,17,0,12.777777,5.99,20989,167
2012,12,18,1,7.777777,5.99,21088,195
2012,12,19,2,6.111111,5.99,21122,158
2012,12,20,3,9.388888,5.99,21211,176
2012,12,21,4,12.222222,5.99,21275,169
2012,12,22,5,11.111111,5.99,21106,211
2012,12,23,6,11.111111,5.99,21189,223
2012,12,24,0,7,5.99,21254,217
2012,12,26,2,8.944444,5.99,21264,156
2012,12,27,3,6.722222,5.99,21342,163
2012,12,28,4,8.277777,5.99,21403,153
2012,12,29,5,7.222222,5.99,21250,185
2012,12,30,6,6.111111,5.99,21325,189
2012,12,31,0,6.416666,5.99,21386,179
2013,1,2,2,5.861111,5.99,21506,228
2013,1,3,3,7.222222,5.99,21564,215
2013,1,4,4,7.777777,5.99,21602,182
2013,1,5,5,10,5.99,21420,230
2013,1,6,6,8.888888,5.99,21520,259
2013,1,7,0,4.388888,5.99,21555,223
2013,1,8,1,8.138888,5.99,21591,188
2013,1,9,2,9,5.99,21662,188
2013,1,10,3,7.333333,5.99,21725,180
2013,1,11,4,7.888888,5.99,21783,167
2013,1,12,5,4.694444,5.99,21616,219
2013,1,13,6,3.888888,5.99,21700,232
2013,1,14,0,5.611111,5.99,21765,226
2013,1,15,1,5.611111,5.99,21784,174
2013,1,16,2,6.416666,5.99,21821,140
2013,1,17,3,7.222222,5.99,21918,166
2013,1,18,4,8.027777,5.99,21972,149
2013,1,19,5,8.277777,5.99,21823,197
2013,1,20,6,8.944444,5.99,21914,217
2013,1,21,0,8.583333,5.99,21697,218
2013,1,22,1,10.861111,5.99,21705,155
2013,1,23,2,10.861111,5.99,21769,148
2013,1,24,3,11.722222,5.99,21832,140
2013,1,25,4,12.777777,5.99,21914,151
2013,1,26,5,11,5.99,21763,162
2013,1,27,6,8.277777,5.99,21921,249
2013,1,28,0,8.277777,5.99,21918,175
2013,1,29,1,8.638888,5.99,21940,126
2013,1,30,2,10.555555,5.99,22004,119
2013,1,31,3,10,5.99,22099,143
2013,2,1,4,11.416666,5.99,22181,154
2013,2,2,5,10,5.99,22027,179
2013,2,3,6,10,5.99,22127,208
2013,2,4,0,7.777777,5.99,22183,193
2013,2,5,1,10,5.99,22221,160
2013,2,6,2,7.111111,5.99,22297,165
2013,2,7,3,7.777777,5.99,22375,172
2013,2,8,4,6,5.99,22430,156
2013,2,9,5,6.944444,5.99,22274,153
2013,2,10,6,8.277777,5.99,22376,184
2013,2,11,0,8.833333,5.99,22439,176
2013,2,12,1,9.388888,5.99,22493,159
2013,2,13,2,9.388888,5.99,22542,137
2013,2,14,3,8.888888,5.99,22579,103
2013,2,15,4,13.333333,5.99,22686,139
2013,2,16,5,11.416666,5.99,22547,192
2013,2,17,6,8.944444,5.99,22355,226
2013,2,18,0,9.555555,5.99,22129,210
2013,2,19,1,7.25,5.99,22151,161
2013,2,20,2,8.388888,5.99,22215,154
2013,2,21,3,7.194444,5.99,22286,154
2013,2,22,4,10,5.99,22330,127
2013,2,23,5,9,5.99,22203,178
2013,2,24,6,9.444444,5.99,22335,239
2013,2,25,0,9.444444,5.99,22345,178
2013,2,26,1,10.305555,5.99,22390,152
2013,2,27,2,11.166666,5.99,22445,136
2013,2,28,3,11.416666,5.99,22515,135
2013,3,1,4,9.388888,5.99,22588,137
2013,3,2,5,14.388888,5.99,22451,210
2013,3,3,6,12.111111,5.99,22578,266
2013,3,4,0,10,5.99,22590,207
2013,3,5,1,10,5.99,22626,172
2013,3,6,2,10,5.99,22675,150
2013,3,7,3,8.944444,5.99,22764,168
2013,3,8,4,8.888888,5.99,22849,182
2013,3,9,5,10.611111,5.99,22667,233
2013,3,10,6,11.722222,5.99,22752,247
2013,3,11,0,11.111111,5.99,22786,210
2013,3,12,1,11.111111,5.99,22820,173
2013,3,13,2,11.722222,5.99,22849,131
2013,3,14,3,13.027777,5.99,22941,152
2013,3,15,4,12.5,5.99,22997,137
2013,3,16,5,12,5.99,22860,161
2013,3,17,6,11.416666,5.99,22995,225
2013,3,18,0,11.722222,5.99,23012,171
2013,3,19,1,11.722222,5.99,23047,135
2013,3,20,2,13.277777,5.99,23160,177
2013,3,21,3,11.166666,5.99,23199,145
2013,3,22,4,11.722222,5.99,23239,114
2013,3,23,5,11.416666,5.99,23125,164
2013,3,24,6,11.166666,5.99,23254,222
2013,3,25,0,10.611111,5.99,23266,163
2013,3,26,1,11.111111,5.99,23320,146
2013,3,27,2,13.888888,5.99,23399,154
2013,3,28,3,15,5.99,23437,121
2013,3,29,4,15.305555,5.99,23316,180
2013,3,30,5,14.694444,5.99,23136,199
2013,4,1,0,13.888888,5.99,23606,339
2013,4,2,1,12.222222,5.99,23683,345
2013,4,3,2,12.777777,5.99,23717,308
2013,4,4,3,14.388888,5.99,23817,337
2013,4,5,4,14.388888,5.99,23687,136
2013,4,6,5,13.277777,5.99,23551,205
2013,4,7,6,12.111111,5.99,23346,212
2013,4,8,0,11.722222,5.99,23388,183
2013,4,9,1,15.555555,5.99,23460,184
2013,4,10,2,17.25,5.99,23495,148
2013,4,11,3,13.027777,5.99,23600,182
2013,4,12,4,12.25,5.99,23673,184
2013,4,13,5,12.222222,5.99,23489,179
2013,4,14,6,12.222222,5.99,23310,210
2013,4,15,0,10.611111,5.99,23366,195
2013,4,16,1,11.972222,5.99,23427,185
2013,4,17,2,14.444444,5.99,23449,136
2013,4,18,3,15.555555,5.99,23502,118
2013,4,19,4,15.861111,5.99,23577,122
2013,4,20,5,15.861111,5.99,23455,160
2013,4,21,6,19.444444,5.99,23295,235
2013,4,22,0,19.444444,5.99,23326,195
2013,4,23,1,17.5,5.99,23369,167
2013,4,24,2,13.277777,5.99,23405,132
2013,4,25,3,13.277777,5.99,23466,122
2013,4,26,4,13.277777,5.99,23562,147
2013,4,27,5,12.222222,5.99,23415,132
2013,4,28,6,17.777777,5.99,23283,189
2013,4,29,0,18.833333,5.99,23308,143
2013,4,30,1,18.277777,5.99,23388,152
2013,5,1,2,20.861111,5.99,23471,164
2013,5,2,3,23.583333,5.99,23551,173
2013,5,3,4,21.416666,5.99,23612,163
2013,5,4,5,18.277777,5.99,23449,149
2013,5,5,6,15.611111,5.99,23300,226
2013,5,6,0,16.666666,5.99,23316,171
2013,5,7,1,16.972222,5.99,23373,157
2013,5,8,2,13.888888,5.99,23426,139
2013,5,9,3,13,5.99,23575,217
2013,5,10,4,13.888888,5.99,23662,233
2013,5,11,5,15.305555,5.99,23429,238
2013,5,12,6,17.25,5.99,23191,177
2013,5,13,0,16.111111,5.99,23271,186
2013,5,14,1,15,5.99,23338,182
2013,5,15,2,15,5.99,23380,153
2013,5,16,3,15,5.99,23452,154
2013,5,17,4,14.444444,5.99,23543,174
2013,5,18,5,15,5.99,23369,167
2013,5,19,6,18.388888,5.99,23202,206
2013,5,20,0,17.777777,5.99,23260,193
2013,5,21,1,14.388888,5.99,23284,146
2013,5,22,2,12.25,5.99,23357,148
2013,5,23,3,13.277777,5.99,23416,136
2013,5,24,4,12.777777,5.99,23499,148
2013,5,25,5,13.138888,5.99,23351,146
2013,5,26,6,15,5.99,23205,168
2013,5,28,1,17.222222,5.99,23326,218
2013,5,29,2,16.972222,5.99,23330,151
2013,5,30,3,15.555555,5.99,23411,161
2013,5,31,4,18.333333,5.99,23472,151
2013,6,1,5,20.305555,5.99,23321,149
2013,6,2,6,15.861111,5.99,23172,233
2013,6,3,0,16.416666,5.99,23203,193
2013,6,4,1,16.111111,5.99,23247,166
2013,6,5,2,15.305555,5.99,23318,166
2013,6,6,3,15.805555,5.99,23430,207
2013,6,7,4,21.111111,5.99,23530,236
2013,6,8,5,21.166666,5.99,23294,258
2013,6,9,6,17.75,5.99,23036,342
2013,6,10,0,17.75,5.99,22987,222
2013,6,11,1,17.222222,5.99,23002,166
2013,6,12,2,16.972222,5.99,23077,170
2013,6,13,3,15.611111,5.99,23188,210
2013,6,14,4,18.027777,5.99,23204,155
2013,6,15,5,14.444444,5.99,23049,176
2013,6,16,6,17.75,5.99,22873,197
2013,6,17,0,16.722222,5.99,22962,215
2013,6,18,1,15,5.99,22985,167
2013,6,19,2,15.861111,5.99,23050,161
2013,6,20,3,16.416666,5.99,23123,163
2013,6,21,4,16.722222,5.99,23164,133
2013,6,22,5,18.277777,5.99,23031,149
2013,6,23,6,18,5.99,22882,171
2013,6,24,0,17.888888,5.99,22978,196
2013,6,25,1,21.722222,5.99,23019,166
2013,6,26,2,20,5.99,23065,141
2013,6,27,3,22.25,5.99,23183,188
2013,6,28,4,23.833333,5.99,23197,131
2013,6,29,5,24.694444,5.99,23066,131
2013,6,30,6,21.666666,5.99,22935,215
2013,7,1,0,22.5,5.99,22963,172
2013,7,2,1,21.111111,5.99,23025,163
2013,7,3,2,21.666666,5.99,23112,179
2013,7,5,4,17.777777,5.99,23463,200
2013,7,6,5,16.972222,5.99,23263,142
2013,7,7,6,15.861111,5.99,23121,190
2013,7,8,0,17.5,5.99,23200,198
2013,7,9,1,18.583333,5.99,23219,146
2013,7,10,2,17,5.99,23274,130
2013,7,11,3,16.111111,5.99,23388,173
2013,7,12,4,17.5,5.99,23413,127
2013,7,13,5,18.833333,5.99,23286,124
2013,7,14,6,16.111111,5.99,23162,179
2013,7,15,0,15,5.99,23213,159
2013,7,16,1,16.055555,5.99,23279,154
2013,7,17,2,16.111111,5.99,23358,162
2013,7,18,3,16.111111,5.99,23442,175
2013,7,19,4,16.361111,5.99,23478,140
2013,7,20,5,16.416666,5.99,23338,171
2013,7,21,6,17.777777,5.99,23167,183
2013,7,22,0,19.694444,5.99,23242,187
2013,7,23,1,19.694444,5.99,23252,126
2013,7,24,2,20.555555,5.99,23344,147
2013,7,25,3,18.027777,5.99,23398,130
2013,7,26,4,16.861111,5.99,23496,157
2013,7,27,5,15.611111,5.99,23339,154
2013,7,28,6,15.555555,5.99,23185,184
2013,7,29,0,16.972222,5.99,23217,145
2013,7,30,1,16.722222,5.99,23301,158
2013,7,31,2,16.111111,5.99,23376,162
2013,8,1,3,16.416666,5.99,23431,146
2013,8,2,4,16.166666,5.99,23532,176
2013,8,3,5,15.611111,5.99,23356,165
2013,8,4,6,15,5.99,23191,219
2013,8,5,0,16,5.99,23241,198
2013,8,6,1,16.111111,5.99,23270,156
2013,8,7,2,16.972222,5.99,23350,165
2013,8,8,3,16.722222,5.99,23434,178
2013,8,9,4,16.111111,5.99,23485,158
2013,8,10,5,16.111111,5.99,23327,157
2013,8,11,6,17.111111,5.99,23170,207
2013,8,12,0,17.111111,5.99,23209,175
2013,8,13,1,18.277777,5.99,23238,133
2013,8,14,2,19.138888,5.99,23334,158
2013,8,15,3,20.611111,5.99,23428,181
2013,8,16,4,18.944444,5.99,23495,177
2013,8,17,5,18.277777,5.99,23318,185
2013,8,18,6,23.583333,5.99,23133,246
2013,8,19,0,21.722222,5.99,23156,198
2013,8,20,1,18.888888,5.99,23189,160
2013,8,21,2,16.722222,5.99,23252,152
2013,8,22,3,16.722222,5.99,23312,141
2013,8,23,4,17,5.99,23387,145
2013,8,24,5,18.277777,5.99,23242,141
2013,8,25,6,18.888888,5.99,23101,216
2013,8,26,0,17.888888,5.99,23139,183
2013,8,27,1,18.277777,5.99,23177,150
2013,8,28,2,18.277777,5.99,23248,150
2013,8,29,3,19.388888,5.99,23291,122
2013,8,30,4,19,5.99,23396,156
2013,8,31,5,19.388888,5.99,23240,156
2013,9,1,6,19.694444,5.99,23084,204
2013,9,3,1,18.888888,5.99,23158,207
2013,9,4,2,18.888888,5.99,23153,131
2013,9,5,3,18.277777,5.99,23239,146
2013,9,6,4,23.027777,5.99,23322,158
2013,9,7,5,22.75,5.99,23164,168
2013,9,8,6,20.611111,5.99,22996,181
2013,9,9,0,20.305555,5.99,23116,230
2013,9,10,1,18.027777,5.99,23130,173
2013,9,11,2,18.583333,5.99,23159,131
2013,9,12,3,17.888888,5.99,23251,152
2013,9,13,4,16.861111,5.99,23319,149
2013,9,14,5,16.111111,5.99,23170,171
2013,9,15,6,17.5,5.99,22999,190
2013,9,16,0,18.138888,5.99,23056,176
2013,9,17,1,17.222222,5.99,23103,152
2013,9,18,2,17.777777,5.99,23177,155
2013,9,19,3,18.333333,5.99,23168,75
2013,9,20,4,19.388888,5.99,23315,151
2013,9,21,5,17.222222,5.99,23164,161
2013,9,22,6,14.388888,5.99,23003,221
2013,9,23,0,19.138888,5.99,23028,175
2013,9,24,1,17.222222,5.99,23108,184
2013,9,25,2,15,5.99,23133,138
2013,9,26,3,16.111111,5.99,23198,132
2013,9,27,4,17.777777,5.99,23302,165
2013,9,28,5,16.972222,5.99,23137,146
2013,9,29,6,18.888888,5.99,22991,238
2013,9,30,0,17.5,5.99,22996,172
2013,10,1,1,16.416666,5.99,23052,157
2013,10,2,2,15.305555,5.99,23115,149
2013,10,3,3,17.222222,5.99,23199,162
2013,10,4,4,20,5.99,23270,162
2013,10,5,5,19.138888,5.99,23108,158
2013,10,6,6,19.694444,5.99,22950,209
2013,10,7,0,16.972222,5.99,23015,203
2013,10,8,1,14.388888,5.99,23070,187
2013,10,9,2,13.944444,5.99,23125,171
2013,10,10,3,14.138888,5.99,23173,148
2013,10,11,4,12.222222,5.99,23249,153
2013,10,12,5,12.777777,5.99,23096,125
2013,10,13,6,14.444444,5.99,22971,189
2013,10,14,0,16.694444,5.99,23057,204
2013,10,15,1,17.25,5.99,23067,143
2013,10,16,2,17.75,5.99,23123,128
2013,10,17,3,16.944444,5.99,23180,114
2013,10,18,4,15,5.99,23273,136
2013,10,19,5,15.611111,5.99,23137,180
2013,10,20,6,12.222222,5.99,22957,213
2013,10,21,0,12.777777,5.99,22968,153
2013,10,22,1,12.111111,5.99,23038,152
2013,10,23,2,12.222222,5.99,23118,161
2013,10,24,3,11.861111,5.99,23170,142
2013,10,25,4,12.222222,5.99,23245,146
2013,10,26,5,15,5.99,23099,166
2013,10,27,6,12.777777,5.99,22933,251
2013,10,28,0,13.277777,5.99,22936,183
2013,10,29,1,13.277777,5.99,22961,137
2013,10,30,2,12.222222,5.99,23063,168
2013,10,31,3,13.833333,5.99,23099,133
2013,11,1,4,13.888888,5.99,23172,135
2013,11,2,5,13.277777,5.99,23037,204
2013,11,3,6,12.5,5.99,22833,247
2013,11,4,0,12.5,5.99,22857,200
2013,11,5,1,15,5.99,22881,153
2013,11,6,2,15.861111,5.99,22984,185
2013,11,7,3,14.138888,5.99,23023,153
2013,11,8,4,12,5.99,23112,171
2013,11,9,5,13.027777,5.99,22941,236
2013,11,10,6,9.388888,5.99,22705,248
2013,11,11,0,15,5.99,22716,188
2013,11,12,1,15.305555,5.99,22759,160
2013,11,13,2,13,5.99,22834,164
2013,11,14,3,12,5.99,22914,173
2013,11,15,4,11.111111,5.99,22948,136
2013,11,16,5,12.222222,5.99,22812,186
2013,11,17,6,10.611111,5.99,22626,246
2013,11,18,0,11.722222,5.99,22653,202
2013,11,19,1,13.583333,5.99,22656,134
2013,11,20,2,13.277777,5.99,22733,140
2013,11,21,3,11.722222,5.99,22802,138
2013,11,22,4,11.722222,5.99,22878,143
2013,11,23,5,11.666666,5.99,22735,186
2013,11,24,6,10.555555,5.99,22810,190
2013,11,25,0,10.861111,5.99,22853,162
2013,11,26,1,11.111111,5.99,22982,220
2013,11,27,2,11.972222,5.99,23034,201
2013,11,29,4,11.972222,5.99,23033,129
2013,11,30,5,11.166666,5.99,22904,146
2013,12,1,6,11.722222,5.99,22758,187
2013,12,2,0,12,5.99,22790,148
2013,12,3,1,11.111111,5.99,22853,140
2013,12,4,2,5.611111,5.99,22942,158
2013,12,5,3,3.833333,5.99,23040,185
2013,12,6,4,8.583333,5.99,23070,144
2013,12,7,5,6.972222,5.99,22926,215
2013,12,8,6,1.722222,5.99,22711,263
2013,12,9,0,2.777777,5.99,22743,224
2013,12,10,1,4.694444,5.99,22788,198
2013,12,11,2,5.861111,5.99,22843,182
2013,12,12,3,6.972222,5.99,22822,90
2013,12,13,4,7.777777,5.99,22966,163
2013,12,14,5,7.5,5.99,22803,186
2013,12,15,6,8.277777,5.99,22617,232
2013,12,16,0,10,5.99,22669,213
2013,12,17,1,11.111111,5.99,22720,193
2013,12,18,2,9.694444,5.99,22746,148
2013,12,19,3,8.888888,5.99,22829,160
2013,12,20,4,7.777777,5.99,22904,164
2013,12,21,5,9.444444,5.99,22740,176
2013,12,22,6,9.388888,5.99,22564,204
2013,12,23,0,10,5.99,22696,265
2013,12,24,1,9.138888,5.99,22664,162
2013,12,26,3,9.388888,5.99,22736,163
2013,12,27,4,9.138888,5.99,22817,173
2013,12,28,5,7.75,5.99,22644,151
2013,12,29,6,8.833333,5.99,22493,195
2013,12,30,0,8.833333,5.99,22602,233
2013,12,31,1,5,5.99,22628,188
2014,1,2,3,9.694444,5.99,22946,176
2014,1,3,4,10,5.99,23040,199
2014,1,4,5,8.277777,5.99,22841,221
2014,1,5,6,9.138888,5.99,22620,259
2014,1,6,0,10.861111,5.99,22629,197
2014,1,7,1,10,5.99,22678,175
2014,1,8,2,11.111111,5.99,22757,183
2014,1,9,3,10,5.99,22833,188
2014,1,10,4,10.861111,5.99,22893,177
2014,1,11,5,9.388888,5.99,22716,208
2014,1,12,6,8.888888,5.99,22508,234
2014,1,13,0,10.25,5.99,22545,200
2014,1,14,1,12.222222,5.99,22561,145
2014,1,15,2,11.972222,5.99,22624,137
2014,1,16,3,12.5,5.99,22686,128
2014,1,17,4,10.861111,5.99,22757,128
2014,1,18,5,10.861111,5.99,22629,217
2014,1,19,6,10.611111,5.99,22412,236
2014,1,20,0,10.861111,5.99,22176,199
2014,1,21,1,9.138888,5.99,22191,143
2014,1,22,2,10.305555,5.99,22274,155
2014,1,23,3,11.972222,5.99,22330,140
2014,1,24,4,10.861111,5.99,22422,161
2014,1,25,5,12.75,5.99,22261,182
2014,1,26,6,11.111111,5.99,22079,220
2014,1,27,0,9.388888,5.99,22095,165
2014,1,28,1,15.305555,5.99,22122,121
2014,1,29,2,14.388888,5.99,22205,133
2014,1,30,3,11.722222,5.99,22253,110
2014,1,31,4,11,5.99,22325,111
2014,2,1,5,8.583333,5.99,22214,137
2014,2,2,6,8.583333,5.99,22077,188
2014,2,3,0,8.027777,5.99,22143,183
2014,2,4,1,8.027777,5.99,22207,176
2014,2,5,2,8.888888,5.99,22272,170
2014,2,6,3,10.611111,5.99,22350,177
2014,2,7,4,11.722222,5.99,22398,154
2014,2,8,5,14.388888,5.99,22244,221
2014,2,9,6,15,5.99,22023,218
2014,2,10,0,13.277777,5.99,22095,219
2014,2,11,1,10.805555,5.99,22134,187
2014,2,12,2,11.111111,5.99,22197,179
2014,2,13,3,11,5.99,22248,159
2014,2,14,4,13.583333,5.99,22300,140
2014,2,15,5,14,5.99,22160,170
2014,2,16,6,12.222222,5.99,21990,216
2014,2,17,0,10.25,5.99,21774,200
2014,2,18,1,11.722222,5.99,21836,191
2014,2,19,2,11.722222,5.99,21870,154
2014,2,20,3,12.25,5.99,21941,154
2014,2,21,4,11.972222,5.99,22020,162
2014,2,22,5,10.611111,5.99,21858,185
2014,2,23,6,10,5.99,21673,243
2014,2,24,0,14.138888,5.99,21691,190
2014,2,25,1,11.416666,5.99,21740,168
2014,2,26,2,13.138888,5.99,21773,130
2014,2,27,3,15.305555,5.99,21883,169
2014,2,28,4,12.5,5.99,21943,158
2014,3,1,5,13.583333,5.99,21785,245
2014,3,2,6,13.277777,5.99,21540,249
2014,3,3,0,12.222222,5.99,21558,196
2014,3,4,1,14.388888,5.99,21596,163
2014,3,5,2,16.416666,5.99,21677,173
2014,3,6,3,15,5.99,21802,227
2014,3,7,4,12,5.99,21826,180
2014,3,8,5,16.972222,5.99,21646,226
2014,3,9,6,17.777777,5.99,21420,248
2014,3,10,0,15,5.99,21463,220
2014,3,11,1,16.111111,5.99,21499,185
2014,3,12,2,17.75,5.99,21542,157
2014,3,13,3,14.444444,5.99,21597,141
2014,3,14,4,14.138888,5.99,21674,147
2014,3,15,5,15.861111,5.99,21527,159
2014,3,16,6,13.583333,5.99,21368,246
2014,3,17,0,12.777777,5.99,21395,202
2014,3,18,1,14.138888,5.99,21448,184
2014,3,19,2,15.861111,5.99,21474,139
2014,3,20,3,13.277777,5.99,21578,172
2014,3,21,4,12.222222,5.99,21614,137
2014,3,22,5,12.75,5.99,21477,182
2014,3,23,6,12,5.99,21295,248
2014,3,24,0,15,5.99,21323,205
2014,3,25,1,12.777777,5.99,21395,206
2014,3,26,2,12.777777,5.99,21433,173
2014,3,27,3,14.138888,5.99,21469,138
2014,3,28,4,15.305555,5.99,21567,165
2014,3,29,5,13.138888,5.99,21402,199
2014,3,30,6,11.555555,5.99,21203,241
2014,3,31,0,8.888888,5.99,21224,191
2014,4,1,1,7.777777,5.99,21275,171
2014,4,2,2,11.111111,5.99,21368,193
2014,4,3,3,11.722222,5.99,21410,164
2014,4,4,4,10.611111,5.99,21481,164
2014,4,5,5,12.222222,5.99,21317,197
2014,4,6,6,16.722222,5.99,21120,229
2014,4,7,0,19.694444,5.99,21155,193
2014,4,8,1,18.333333,5.99,21212,179
2014,4,9,2,15.305555,5.99,21264,160
2014,4,10,3,14.694444,5.99,21367,192
2014,4,11,4,14.388888,5.99,21407,161
2014,4,12,5,13.277777,5.99,21246,218
2014,4,13,6,14.194444,5.99,21028,259
2014,4,14,0,13.888888,5.99,21032,192
2014,4,15,1,13,5.99,21109,198
2014,4,16,2,14.444444,5.99,21123,141
2014,4,17,3,15.611111,5.99,21209,156
2014,4,18,4,13.888888,5.99,21053,154
2014,4,19,5,14,5.99,20899,152
2014,4,21,0,14.388888,5.99,21040,222
2014,4,22,1,13.333333,5.99,21089,200
2014,4,23,2,13.583333,5.99,21136,176
2014,4,24,3,15,5.99,21190,159
2014,4,25,4,12.777777,5.99,21242,140
2014,4,26,5,11.722222,5.99,21102,172
2014,4,27,6,12.75,5.99,20930,253
2014,4,28,0,15.305555,5.99,20941,193
2014,4,29,1,21.111111,5.99,20948,129
2014,4,30,2,22.777777,5.99,21007,117
2014,5,1,3,22.25,5.99,21107,146
2014,5,2,4,18.277777,5.99,21198,166
2014,5,3,5,14.138888,5.99,21032,175
2014,5,4,6,13.888888,5.99,20857,205
2014,5,5,0,14,5.99,20956,233
2014,5,6,1,15.25,5.99,20964,170
2014,5,7,2,12.777777,5.99,21037,172
2014,5,8,3,17,5.99,21115,179
2014,5,9,4,15,5.99,21169,162
2014,5,10,5,14.138888,5.99,21007,193
2014,5,11,6,17.777777,5.99,21049,164
2014,5,12,0,20,5.99,21177,221
2014,5,13,1,23.888888,5.99,21211,184
2014,5,14,2,25,5.99,21252,154
2014,5,15,3,21.111111,5.99,21308,139
2014,5,16,4,17.777777,5.99,21373,133
2014,5,17,5,16.722222,5.99,21240,190
2014,5,18,6,16.416666,5.99,21050,221
2014,5,19,0,15,5.99,21090,190
2014,5,20,1,14.138888,5.99,21133,162
