@relation QueryResult

@attribute Year numeric
@attribute Month numeric
@attribute Day numeric
@attribute WeekDay numeric
@attribute Price numeric

@data
2016,10,19,2,2.1
2016,10,20,3,2.085
2016,10,21,4,2.0725
2016,10,24,0,2.0175
2016,10,25,1,2.02375
2016,10,26,2,2.05875
2016,10,27,3,2.075
2016,10,28,4,2.04
2016,10,31,0,2.07625
2016,11,1,1,2.07
2016,11,2,2,2.0925
2016,11,3,3,2.0575
2016,11,4,4,2.07125
2016,11,7,0,2.0425
2016,11,8,1,2.0725
2016,11,9,2,2.03875
2016,11,10,3,2.025
2016,11,11,4,2.01
2016,11,14,0,1.97
2016,11,15,1,1.995
2016,11,16,2,1.985
2016,11,17,3,2.01625
2016,11,18,4,2.04375
2016,11,21,0,2.05375
2016,11,22,1,2.03125
2016,11,23,2,2.0075
2016,11,25,4,1.98375
2016,11,28,0,2.09
2016,11,29,1,2.04125
2016,11,30,2,2.015
2016,12,1,3,1.97875
2016,12,2,4,2.015
2016,12,5,0,2.0425
2016,12,6,1,2.035
2016,12,7,2,2.00625
2016,12,8,3,2.03875
2016,12,9,4,2.08
2016,12,12,0,2.08375
2016,12,13,1,2.09
2016,12,14,2,2.09125
2016,12,15,3,2.045
2016,12,16,4,2.04375
2016,12,19,0,2.02625
2016,12,20,1,2.015
2016,12,21,2,1.9975
2016,12,22,3,1.98375
2016,12,23,4,1.9719
2016,12,27,1,2.05
2016,12,28,2,2.00875
2016,12,29,3,2.02375
2016,12,30,4,2.03875
2017,1,3,1,2.0319
2017,1,4,2,2.09
2017,1,5,3,2.1275
2017,1,6,4,2.115
2017,1,9,0,2.13625
2017,1,10,1,2.135
2017,1,11,2,2.095
2017,1,12,3,2.1294
2017,1,13,4,2.13125
2017,1,17,1,2.16375
2017,1,18,2,2.155
2017,1,19,3,2.1175
2017,1,20,4,2.14
2017,1,23,0,2.165
2017,1,24,1,2.13875
2017,1,25,2,2.12125
2017,1,26,3,2.1306
2017,1,27,4,2.10875
2017,1,30,0,2.07125
2017,1,31,1,2.105
2017,2,1,2,2.16375
2017,2,2,3,2.17625
2017,2,3,4,2.1544
2017,2,6,0,2.1175
2017,2,7,1,2.15
2017,2,8,2,2.16375
2017,2,9,3,2.2175
2017,2,10,4,2.24875
2017,2,13,0,2.2575
2017,2,14,1,2.24875
2017,2,15,2,2.275
2017,2,16,3,2.23875
2017,2,17,4,2.20625
2017,2,21,1,2.185
2017,2,22,2,2.205
2017,2,23,3,2.185
2017,2,24,4,2.165
2017,2,27,0,2.19375
2017,2,28,1,2.21875
2017,3,1,2,2.28625
2017,3,2,3,2.2675
2017,3,3,4,2.27125
2017,3,6,0,2.29375
2017,3,7,1,2.28125
2017,3,8,2,2.2375
2017,3,9,3,2.21875
2017,3,10,4,2.21
2017,3,13,0,2.15375
2017,3,14,1,2.155
2017,3,15,2,2.18
2017,3,16,3,2.18375
2017,3,17,4,2.18375
2017,3,20,0,2.15375
2017,3,21,1,2.1325
2017,3,22,2,2.11125
2017,3,23,3,2.10625
2017,3,24,4,2.12125
2017,3,27,0,2.10625
2017,3,28,1,2.12375
2017,3,29,2,2.1275
2017,3,30,3,2.10375
2017,3,31,4,2.12875
